employee_id,age,gender,years_at_company,job_role,monthly_income,work_life_balance,job_satisfaction,performance_rating,number_of_promotions,overtime,distance_from_home,education_level,marital_status,number_of_dependents,job_level,company_size,company_tenure,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,attrition
7300,38,2,26,5,9273,1,1,3,0,2,57,2,1,1,3,1,71,2,2,2,3,4,1
29189,54,2,23,5,7792,2,1,1,0,1,16,1,3,3,2,3,53,2,2,2,2,4,1
6017,47,2,28,2,7112,1,1,3,2,2,85,3,3,0,2,3,61,2,2,2,3,4,2
39899,43,1,14,3,8473,2,2,3,3,2,52,4,2,0,2,2,15,2,2,2,4,4,2
49711,59,2,43,4,5164,3,4,3,0,2,8,2,1,1,2,1,107,2,1,2,2,3,1
51067,19,2,11,2,9112,2,2,1,1,2,73,4,3,4,1,1,48,1,2,2,4,1,2
2834,22,2,3,2,8897,1,1,3,0,2,43,5,3,0,3,2,29,1,2,2,2,3,1
36185,55,2,3,3,7305,2,4,4,1,2,39,4,3,0,3,3,60,2,2,2,2,4,1
7954,51,2,30,3,7053,2,1,1,0,2,29,5,1,1,1,2,92,2,2,1,3,4,2
13724,31,2,12,5,10093,1,3,1,0,2,27,5,2,0,3,2,69,1,2,2,2,4,2
17283,43,2,1,5,8168,2,1,4,2,1,12,5,3,0,3,2,74,2,2,2,2,1,1
3998,55,2,5,3,8215,2,1,3,2,2,36,5,1,3,2,3,16,2,2,2,2,1,2
32884,47,1,22,3,6772,3,2,1,0,1,33,5,3,3,2,3,25,2,1,2,4,2,1
55987,30,1,13,5,8606,2,2,1,0,2,84,4,2,3,1,3,51,2,2,2,3,3,2
70600,44,2,19,5,9098,1,1,4,1,2,91,5,2,3,2,1,36,2,2,2,2,1,2
36603,30,2,12,5,10307,1,1,1,1,2,24,4,2,0,2,1,21,2,2,2,2,4,2
38240,41,2,18,2,8103,4,1,3,1,2,8,1,1,0,2,3,78,2,2,2,2,1,2
70906,32,2,6,2,8866,1,4,1,0,2,82,4,2,6,1,1,72,2,2,2,4,3,2
4476,41,2,14,2,6793,2,1,3,0,2,47,4,1,2,3,1,72,1,2,1,3,4,2
1946,19,2,8,1,4166,1,4,3,0,1,60,2,3,0,1,3,78,2,2,2,3,1,1
39798,36,2,24,2,7768,3,1,3,2,2,83,4,3,0,1,2,37,2,2,2,2,1,2
69330,32,1,10,5,11314,2,1,3,0,1,42,1,3,2,3,3,13,1,2,2,4,4,1
31045,42,2,21,5,12244,3,1,3,2,1,65,1,1,2,3,1,79,1,2,2,4,3,1
8318,37,1,17,1,4552,2,2,3,3,2,93,5,1,3,2,3,34,1,2,2,4,3,2
19633,45,2,35,1,4764,2,4,2,1,1,5,4,1,2,2,1,106,2,2,2,3,3,1
2321,57,2,37,5,8968,2,2,4,1,2,36,5,1,2,1,2,99,2,2,2,1,2,2
14149,51,2,12,5,11421,2,1,3,0,1,33,1,1,4,2,2,45,1,2,2,4,4,2
42602,24,1,8,5,11597,2,3,4,2,1,84,5,3,0,3,3,47,2,2,2,2,4,1
8507,56,2,36,5,10718,4,1,3,0,2,65,4,2,1,3,1,50,2,2,1,4,1,2
34578,47,2,38,1,4474,2,3,4,1,2,74,5,3,2,3,1,64,2,2,2,3,2,1
28010,40,2,5,3,6242,4,3,3,0,2,20,5,1,3,3,1,33,2,2,2,3,3,1
38386,51,1,32,3,9483,2,2,3,0,1,13,2,3,6,3,1,74,2,2,1,2,2,2
42512,31,1,11,1,4313,1,3,3,0,1,59,3,1,4,1,1,76,2,2,2,2,1,2
23495,40,1,14,1,6004,1,3,3,0,2,52,4,2,1,1,3,85,2,2,2,3,3,2
13400,24,2,14,5,7926,2,1,3,0,1,80,5,1,2,1,2,47,1,2,2,2,4,2
4636,39,2,23,5,7706,2,3,3,2,1,95,5,3,1,3,2,88,2,2,2,2,4,1
26427,27,1,5,2,9437,3,1,3,1,2,16,5,1,3,1,1,70,2,2,2,2,1,2
47071,36,1,6,4,5585,3,1,3,1,1,88,4,3,1,2,1,20,2,2,2,2,4,1
13580,45,2,16,2,9201,2,1,3,0,2,75,2,1,0,1,1,30,2,2,2,2,4,2
23700,34,2,20,1,4798,2,3,3,1,2,38,4,1,1,3,1,46,2,2,2,2,3,2
40868,55,2,18,5,11446,2,4,3,0,2,15,5,1,0,2,1,88,2,2,1,2,3,2
5855,52,1,6,3,6229,3,3,3,0,2,83,2,1,1,1,2,16,2,2,2,2,4,1
55443,55,2,12,3,9435,1,1,3,0,1,44,4,1,3,2,1,34,2,2,2,4,4,2
51662,29,2,5,4,5838,4,1,3,1,1,32,1,1,1,3,1,51,2,2,2,3,3,1
37530,47,2,37,5,8833,3,4,3,0,2,96,5,3,2,1,2,79,2,2,2,2,2,1
73641,55,2,18,5,11024,1,2,3,0,2,54,2,1,0,1,1,48,2,2,2,2,4,2
40099,44,1,29,4,5934,4,1,3,2,2,96,1,3,2,2,3,98,2,2,2,3,3,1
16126,29,2,5,5,7266,2,1,4,1,2,45,4,1,1,2,1,22,2,2,2,1,1,2
74456,25,2,3,2,7355,2,1,4,2,2,16,4,1,0,3,1,35,1,2,1,2,4,2
14486,50,1,31,5,10538,4,3,3,1,2,48,4,1,2,3,1,98,1,2,1,2,3,1
27556,31,1,10,1,3941,3,3,4,1,2,25,5,2,1,3,1,43,2,2,1,2,1,1
45035,42,2,7,5,9879,3,1,3,3,1,11,1,1,1,3,2,70,1,2,2,1,4,2
19141,49,2,8,1,3963,4,3,3,2,1,59,2,1,0,1,1,11,2,2,2,2,1,1
50402,29,2,18,5,8664,2,1,3,0,1,13,2,2,2,3,2,28,2,2,1,2,4,2
62211,32,2,10,2,9433,2,2,1,0,1,47,2,1,1,3,1,25,2,2,2,4,4,1
54930,57,1,10,1,5589,3,3,1,1,2,93,5,3,0,2,1,21,2,2,2,3,1,1
48238,35,1,8,3,7233,1,4,1,1,1,15,2,1,0,3,1,32,2,2,2,4,3,1
37726,51,2,27,2,7302,2,3,4,0,2,78,2,2,1,3,3,58,2,2,2,3,4,1
28684,38,1,25,3,6955,2,1,1,3,1,39,5,1,0,3,1,95,2,1,2,4,3,1
29579,43,2,28,4,5775,2,1,3,2,2,55,4,3,3,3,2,73,1,2,2,3,4,1
23159,30,2,2,4,5666,1,1,3,0,2,92,1,3,1,1,1,72,1,2,2,2,3,2
68784,39,1,26,2,7665,3,3,3,0,2,19,5,3,1,1,2,102,2,2,2,2,3,2
34231,58,1,29,1,5513,1,1,4,4,2,34,5,3,2,1,3,67,2,2,2,3,3,2
24700,37,2,24,5,11789,1,4,3,2,2,57,2,3,5,3,1,59,2,2,2,2,3,2
58296,18,2,1,3,9928,1,4,2,0,2,37,4,2,0,3,3,4,2,2,1,3,4,2
56494,48,1,5,5,9033,4,1,3,0,2,65,4,1,2,3,1,62,2,2,2,3,4,1
31686,25,2,9,4,5410,3,4,3,1,2,33,4,1,0,3,3,64,2,2,2,2,4,2
69575,35,2,24,5,10178,2,1,3,0,2,89,5,1,5,3,2,61,2,2,2,2,4,1
53621,56,2,9,5,11892,1,3,3,2,2,58,4,1,4,2,1,59,2,2,2,4,3,2
29763,40,2,10,1,3360,2,1,1,2,2,60,4,3,3,2,1,55,2,2,2,2,4,2
24623,34,1,18,1,4421,1,3,3,2,2,55,4,1,2,1,1,42,2,2,2,2,4,2
60691,18,2,9,5,9939,1,1,3,1,2,51,1,1,3,1,2,77,1,2,2,4,1,2
31788,45,2,35,2,6733,2,1,3,0,2,60,5,3,3,1,1,53,2,2,2,2,4,2
42266,20,1,8,3,4668,1,2,1,0,2,71,5,1,0,2,1,83,2,2,2,4,4,1
45917,20,1,7,4,6725,2,2,1,2,2,61,1,1,0,3,1,73,2,2,2,2,3,1
72585,27,2,11,3,13266,2,4,3,2,2,58,4,1,1,2,1,22,2,2,2,3,3,1
14402,26,2,15,1,4343,1,2,3,0,1,7,2,1,0,3,3,57,2,2,2,2,3,1
8992,59,1,49,1,3458,3,1,1,1,2,92,2,3,0,1,1,73,2,2,2,2,4,1
72150,27,1,10,1,4905,3,2,3,2,2,58,2,1,0,3,2,66,2,2,2,2,4,1
62109,51,1,31,5,11034,4,3,1,0,2,58,5,1,2,3,1,62,2,2,2,1,3,1
39458,54,2,2,2,6899,2,1,3,0,1,7,1,3,5,1,2,76,2,1,2,2,3,2
36731,44,2,1,5,10448,4,3,3,2,1,22,1,1,2,2,1,36,2,1,2,4,4,2
61857,41,2,31,5,9222,2,1,3,2,1,95,4,3,2,2,1,97,2,2,2,2,3,1
51592,26,1,13,2,6860,1,2,3,2,2,17,1,1,1,2,2,59,2,2,1,2,4,2
19873,42,1,20,4,5199,3,2,1,2,2,44,4,3,2,3,3,29,2,2,2,4,4,1
65608,44,1,17,2,5916,2,4,1,0,1,88,1,1,2,2,1,81,2,2,2,2,2,2
5861,33,2,6,5,8826,3,1,1,0,2,80,4,1,0,3,2,42,2,2,1,3,4,1
42473,31,1,16,5,10072,4,1,3,1,1,36,5,2,5,3,1,40,1,2,2,2,4,2
36551,34,1,24,4,5657,4,3,3,0,1,63,5,1,3,1,2,45,2,2,2,4,1,1
69780,54,2,33,2,8219,3,1,4,0,1,88,2,3,1,2,2,75,2,2,2,3,3,1
7996,48,1,13,2,8945,1,4,3,2,2,38,4,3,5,2,1,86,2,2,2,4,3,2
2256,19,1,6,5,10557,3,1,3,2,1,65,5,1,2,2,1,7,2,2,2,4,1,1
12025,22,1,2,5,10546,3,1,3,0,2,24,5,1,0,2,2,63,1,2,2,3,4,1
50473,56,1,34,3,8379,2,2,1,1,2,51,1,1,2,1,1,80,2,2,2,2,4,2
31129,38,2,8,5,10561,1,4,3,2,1,32,4,1,3,3,2,12,2,1,2,2,3,2
37196,22,1,12,5,9758,2,1,1,3,2,47,3,3,1,3,1,72,2,2,2,2,4,2
37615,53,1,14,5,8726,2,1,3,1,2,31,5,1,3,3,2,36,1,2,1,2,1,2
25807,39,1,1,5,9323,2,4,3,1,2,90,1,1,1,3,3,48,2,2,2,3,1,1
69406,59,2,28,5,10982,1,1,3,2,2,20,1,3,4,2,1,62,2,2,2,2,4,1
14833,54,2,12,2,9078,2,1,3,1,2,12,4,3,0,3,2,73,2,2,2,2,3,2
10537,46,1,37,2,7505,2,1,1,0,2,8,4,1,1,1,1,99,1,2,2,2,3,2
64992,53,2,2,5,9884,3,1,4,0,2,37,4,1,2,2,1,39,1,2,2,3,2,2
31906,22,2,2,2,8315,2,1,3,2,2,73,4,3,2,2,1,24,2,2,2,2,4,1
36307,20,1,8,3,9283,1,4,3,0,2,55,4,1,1,1,1,51,2,2,2,2,1,2
57614,57,2,10,1,5708,1,4,3,2,2,87,1,3,1,1,1,51,2,2,2,4,4,1
51275,40,2,26,4,5910,3,1,3,0,2,63,2,3,3,3,3,33,2,2,2,2,3,1
62351,45,1,20,5,7512,2,1,1,0,2,22,5,1,0,2,2,32,1,2,2,4,4,2
937,54,1,43,5,10838,2,3,3,0,2,50,4,1,2,3,2,74,1,2,1,4,4,2
32878,56,2,42,2,8695,1,1,3,0,2,1,1,1,6,3,1,80,2,2,2,4,4,1
12703,28,1,2,2,8436,4,1,4,1,1,86,3,2,0,1,2,45,2,1,2,3,3,2
28909,45,1,7,1,6135,1,1,3,1,2,61,1,2,3,3,2,9,2,2,2,1,1,2
74174,55,2,6,1,5032,3,3,3,0,2,15,3,1,1,3,2,62,2,1,2,4,1,2
20604,27,2,6,2,7725,2,1,3,2,2,23,1,2,4,2,1,44,2,2,2,3,3,2
35348,29,2,1,1,3875,3,3,3,1,2,50,5,1,1,1,3,35,2,2,2,3,4,2
73913,44,2,32,2,9127,3,4,3,1,2,10,4,1,1,2,2,71,2,2,2,4,4,1
26591,30,2,1,5,5936,3,3,1,0,1,18,4,3,3,3,2,46,2,2,1,4,1,1
68153,45,2,2,5,8834,3,2,3,1,2,40,2,1,3,1,2,3,1,2,2,3,4,2
58870,45,1,16,2,8427,2,4,4,0,2,79,3,1,0,3,2,52,1,2,1,2,3,2
28903,43,2,8,5,9227,4,1,3,2,2,58,5,1,1,2,1,69,2,2,1,3,3,1
43706,57,2,42,2,6862,3,2,3,0,2,79,2,3,4,3,2,104,2,2,2,2,1,1
72666,53,1,10,5,8435,1,3,3,0,2,99,4,1,3,2,1,61,2,2,2,1,1,2
53389,31,2,18,3,5013,1,1,3,0,1,99,1,3,4,2,3,66,2,2,2,2,3,2
37155,32,1,7,1,3491,2,1,3,0,2,53,2,1,4,3,1,10,2,2,2,4,1,2
51686,42,2,12,1,4827,3,1,3,1,2,30,4,3,2,3,1,50,2,2,2,2,4,1
54483,58,1,26,5,8957,3,1,3,0,2,92,1,3,0,3,1,28,2,2,2,3,3,1
51251,46,1,30,4,6360,1,2,3,0,2,61,5,3,2,2,3,104,2,2,2,3,2,1
1535,53,1,10,1,4330,1,1,1,0,2,25,5,1,0,2,1,59,1,2,1,4,3,2
55856,19,1,4,1,3842,2,3,3,1,2,18,1,1,0,3,2,24,2,2,2,2,2,1
27880,33,1,9,5,10334,2,1,1,0,2,66,4,2,0,3,3,63,2,2,2,1,1,1
8442,51,2,2,4,6737,4,1,1,0,2,92,4,1,1,3,1,37,2,2,2,2,3,2
62587,48,2,26,1,4524,2,2,3,2,2,18,5,1,0,2,2,101,2,2,2,1,1,2
26603,22,2,4,4,5479,2,1,4,0,2,76,4,1,0,3,1,31,2,2,1,2,3,2
25741,48,1,37,3,6982,1,1,3,2,1,35,4,1,0,2,2,70,2,2,2,2,3,2
51736,26,2,14,3,10702,4,1,3,3,2,33,2,1,1,3,1,89,2,2,2,4,1,2
26212,44,1,26,4,5950,1,1,3,1,2,93,4,2,2,2,1,35,1,2,1,2,4,2
70873,56,1,40,5,7298,2,1,1,0,2,84,2,1,0,2,2,110,2,2,2,2,3,1
10325,34,2,1,2,8794,4,1,3,2,2,3,2,3,3,2,2,65,2,2,2,3,3,1
9667,47,2,27,1,3791,2,2,2,0,1,55,5,1,3,1,2,31,2,2,2,2,1,1
34521,41,1,15,4,5203,1,1,2,0,1,24,3,1,0,2,3,41,2,1,1,1,4,2
37645,32,1,18,3,6878,3,4,1,0,1,6,4,3,4,2,3,38,2,2,2,3,4,1
48623,21,2,6,1,5047,2,3,3,2,2,15,5,1,0,3,1,35,2,2,2,2,3,1
39091,28,2,6,1,5035,2,1,3,3,1,37,2,3,1,2,1,83,1,2,1,4,3,2
46664,34,2,14,4,6138,2,4,1,0,2,86,5,2,2,3,1,62,2,2,2,2,4,1
39260,39,2,18,5,9035,3,2,3,0,1,35,1,1,0,2,3,96,2,2,2,2,1,2
63005,30,1,16,4,6383,4,1,3,2,2,63,1,3,2,2,1,40,2,2,2,4,1,1
66383,47,1,25,1,4470,4,1,1,4,1,92,1,1,1,3,2,101,2,2,2,1,1,2
34706,55,2,32,1,4721,3,1,3,0,1,34,5,2,6,3,1,77,1,2,2,2,3,2
44402,53,2,28,5,9144,1,1,3,1,2,66,2,2,3,2,3,78,2,2,2,3,2,2
42931,51,1,8,1,3500,1,3,3,0,2,53,5,2,3,3,2,52,2,2,2,2,4,2
50108,51,2,39,2,8452,2,2,3,0,1,85,4,3,4,2,3,96,2,2,2,2,4,1
57181,32,2,12,1,3061,4,1,1,0,2,35,1,3,3,1,2,66,1,2,2,3,1,2
17363,20,2,7,2,10145,3,2,3,0,1,66,2,2,2,3,1,66,2,2,1,4,3,1
41307,46,1,14,1,4203,3,3,3,1,2,94,4,3,0,1,1,22,2,2,2,2,1,1
46652,39,1,2,4,6364,1,3,3,1,2,27,4,1,3,1,2,46,1,2,2,2,1,2
3525,46,2,16,3,8604,2,4,3,4,1,4,2,1,0,1,1,71,2,2,2,2,1,2
66615,55,2,14,5,9215,4,1,4,1,2,86,4,1,1,1,1,84,1,2,2,1,4,2
54740,40,2,14,5,7460,3,2,3,3,2,24,5,2,3,1,2,77,2,2,2,2,3,2
16825,25,2,2,4,5031,3,1,3,1,2,32,5,1,0,2,1,60,2,2,2,2,3,2
53971,55,2,39,5,9278,3,1,1,0,1,59,1,3,1,2,1,73,2,2,2,1,3,2
22711,59,2,25,4,6281,3,3,1,0,2,12,5,1,4,2,1,65,2,2,2,4,1,2
29235,48,2,40,3,11207,2,2,3,1,2,83,5,2,3,3,3,59,2,2,2,2,1,1
19422,38,1,3,1,2790,2,4,3,1,2,30,4,2,4,2,2,59,2,1,2,2,2,2
72457,49,1,25,5,9735,1,1,1,0,2,48,1,1,2,2,1,57,2,2,2,3,4,2
18554,34,2,7,5,7330,2,1,4,0,2,8,4,3,4,1,3,15,2,2,2,2,1,2
35972,51,2,37,5,7647,3,1,3,3,2,99,4,3,0,2,3,63,1,2,2,4,3,2
59422,45,2,33,2,7449,2,3,3,0,2,20,4,3,3,2,1,82,2,2,2,1,3,2
40633,44,1,8,2,9429,3,1,3,0,2,94,1,3,4,3,3,23,1,2,2,2,1,1
34911,45,1,37,1,3985,1,4,3,1,1,7,5,2,1,2,1,38,2,2,2,3,1,2
34171,31,2,23,3,7196,2,1,3,2,2,53,4,3,3,3,1,81,2,2,2,2,4,1
34094,28,2,11,2,9008,2,3,3,2,2,82,1,1,5,3,1,32,2,2,2,1,1,1
34081,22,2,8,2,6495,3,3,3,0,1,23,5,1,3,3,2,14,2,2,2,2,1,1
25987,31,2,8,1,5230,2,1,3,0,2,10,4,2,4,2,1,41,2,2,2,4,4,2
47132,52,1,31,3,5718,2,3,3,2,2,22,1,1,0,3,1,41,2,1,2,3,3,2
23316,23,2,1,2,7603,2,2,3,0,2,86,1,1,4,3,1,26,1,2,2,3,3,2
18439,47,1,37,1,4320,2,1,3,0,2,84,5,2,0,2,1,114,2,2,2,4,4,1
19579,22,2,9,4,5429,3,3,3,0,2,42,4,1,0,2,1,15,2,2,2,2,4,1
41269,42,2,3,5,9376,3,3,3,0,2,20,2,1,0,2,1,6,2,2,2,2,4,2
67130,27,2,12,1,4549,3,2,3,1,2,94,5,2,0,2,1,76,2,2,1,2,3,1
56083,56,2,24,1,5071,1,1,3,0,1,40,2,1,1,1,2,103,2,2,2,3,4,2
54231,50,1,7,5,6850,3,1,1,3,1,96,2,3,0,3,1,29,2,2,2,4,4,1
8580,30,2,11,3,7399,4,3,1,0,2,13,5,1,0,3,2,82,1,2,1,4,3,1
59788,54,2,25,2,7420,1,1,3,0,1,66,2,2,3,2,1,49,1,2,2,2,3,2
19724,38,1,19,5,8781,4,3,1,3,2,83,4,3,1,3,2,91,1,2,2,2,1,2
8043,45,2,35,1,5152,2,1,3,2,2,74,3,3,3,2,1,83,2,2,1,2,4,2
18365,22,1,11,5,8458,3,3,3,1,2,64,2,1,0,3,1,53,2,2,2,2,3,2
6485,39,2,24,5,7362,1,1,3,1,1,43,2,3,5,3,2,44,2,2,2,4,4,1
61252,58,2,3,4,5054,1,3,3,1,1,46,5,1,3,3,3,14,2,2,2,2,1,1
61620,44,2,7,4,7093,3,1,3,2,2,18,5,3,1,2,1,62,2,2,2,3,4,2
69353,55,2,23,1,5317,3,1,3,3,1,44,2,2,1,2,2,43,2,2,2,2,2,1
2061,31,2,2,3,9147,3,2,3,0,2,47,5,1,0,3,1,9,1,2,1,4,3,2
39690,38,2,18,5,9112,2,1,3,0,1,71,4,3,0,2,1,25,2,2,1,4,1,2
19911,56,2,24,5,9550,1,1,3,1,2,21,1,1,2,2,1,61,1,2,2,2,4,2
2339,27,2,19,5,9130,2,2,3,1,1,97,5,3,4,3,2,38,1,2,2,2,1,2
59706,37,2,27,4,5850,3,3,3,2,1,72,5,1,3,3,3,49,1,2,2,3,4,1
47256,23,2,1,5,7765,2,3,3,0,2,68,2,2,1,3,2,33,2,2,2,3,3,1
23161,37,2,1,5,10131,2,2,3,1,1,71,3,1,3,2,2,21,2,2,2,1,1,2
60516,54,1,22,2,9199,2,1,1,0,1,33,4,1,0,3,3,65,1,2,2,4,1,2
55301,45,1,28,5,8722,2,2,3,3,2,37,5,1,4,1,3,85,2,2,2,2,4,2
63388,24,1,9,2,7797,2,1,4,3,1,90,1,1,4,3,3,59,2,2,2,2,3,2
45945,36,2,2,1,5388,1,2,3,1,2,22,5,2,1,2,2,32,1,2,2,3,1,2
16234,21,2,4,1,3894,3,2,3,3,1,35,2,1,0,1,1,21,1,2,2,3,3,2
56427,37,2,5,1,3053,1,1,2,0,2,2,4,3,3,3,2,25,2,1,2,2,1,2
49527,54,2,27,5,11040,1,1,3,0,2,79,5,1,5,1,1,41,2,2,2,3,1,2
41142,36,2,4,5,7738,4,2,3,2,1,22,3,2,0,3,3,67,2,1,2,4,4,1
36750,59,1,41,5,10579,2,1,3,1,2,54,2,1,3,3,2,75,1,2,2,1,4,2
47133,26,1,5,1,3650,2,1,3,0,1,63,3,1,1,2,1,70,1,2,2,2,3,2
72387,46,1,23,3,8453,2,3,2,2,2,74,5,1,0,2,1,61,2,2,2,2,1,2
32112,57,2,39,1,5158,3,1,3,0,2,57,2,3,0,1,3,48,2,2,2,2,4,1
72850,56,1,19,4,6050,3,1,3,1,2,60,1,2,2,3,3,33,1,2,2,1,4,2
65555,31,1,13,4,6545,2,1,3,0,2,68,2,3,4,2,1,16,2,2,2,4,3,1
33197,33,1,23,4,6015,2,3,3,1,2,87,4,1,0,3,1,102,2,2,2,4,1,2
23214,42,1,10,1,3628,3,1,3,1,1,77,5,1,2,1,3,89,1,2,2,4,4,2
40496,49,1,40,2,10108,2,3,3,0,2,99,5,3,1,3,1,76,2,2,2,1,1,2
55682,56,1,46,2,8326,3,1,3,0,2,76,1,1,1,3,1,76,2,2,2,3,3,2
36464,56,2,44,5,6660,3,1,3,0,2,63,2,3,1,3,3,69,2,2,2,2,1,1
57959,32,2,10,1,3609,3,3,3,0,1,15,5,3,0,2,3,88,1,2,2,2,1,1
14711,25,2,7,1,5235,3,4,3,4,2,12,3,2,3,2,3,57,2,2,2,4,4,2
70587,41,2,2,2,8816,1,4,3,1,1,10,1,1,0,1,1,39,2,2,2,2,4,2
18894,54,2,41,4,6891,4,1,1,0,2,65,4,1,1,2,2,99,2,2,2,1,1,2
58217,50,2,19,3,8953,3,2,3,2,2,79,4,3,2,2,3,97,2,2,2,1,4,1
24139,44,2,12,5,9122,3,2,3,0,1,4,1,1,1,3,1,47,1,2,1,2,4,2
35132,49,1,26,4,5456,4,1,3,0,1,56,4,1,0,3,1,58,2,2,2,3,4,1
48190,35,1,10,2,8843,4,2,3,0,2,61,3,1,0,1,2,78,2,2,2,3,4,2
72739,50,2,39,5,9066,3,1,3,0,2,36,4,1,4,2,1,114,2,2,2,3,4,2
3002,31,1,3,3,9840,1,1,3,1,2,18,4,1,1,3,1,61,2,2,2,2,4,1
74356,36,2,6,1,3748,2,3,3,0,2,71,4,1,1,1,1,17,2,2,2,1,3,2
61471,37,2,26,5,9071,2,1,3,0,2,86,2,1,0,2,2,77,2,2,1,4,3,2
36685,52,1,38,3,8651,3,4,1,0,2,5,2,1,0,1,2,72,2,2,2,2,3,1
43591,31,2,13,2,8270,1,1,3,0,2,6,1,1,0,2,3,51,2,2,2,4,4,2
68209,35,1,5,5,9965,2,1,3,0,2,66,4,3,1,1,3,81,1,2,2,2,4,2
45190,56,2,6,1,4512,2,3,4,3,2,89,5,2,3,2,1,84,2,2,2,3,1,1
36442,27,2,8,1,5287,2,2,3,0,1,78,2,3,1,1,1,9,1,2,2,2,4,2
63697,31,2,11,1,3401,3,2,1,3,1,9,2,3,3,2,1,89,2,2,1,2,4,2
21861,24,1,3,3,7130,2,1,3,0,2,9,5,1,1,2,3,9,1,2,2,3,4,2
41682,22,1,1,4,5519,3,1,3,2,2,5,2,2,1,1,1,42,2,2,2,2,4,2
40183,39,2,1,2,7461,2,1,3,4,1,46,4,1,4,2,1,9,2,2,1,2,3,2
46005,53,2,13,2,7342,1,4,3,1,2,55,2,1,0,2,3,43,2,1,2,4,4,2
3703,39,1,4,3,7918,3,3,1,0,1,93,4,1,0,2,2,14,2,2,2,2,4,1
26381,54,1,26,1,4842,4,3,1,0,2,57,5,3,1,2,1,59,2,2,1,2,3,1
52267,21,2,6,1,3596,3,1,3,1,2,47,4,1,2,1,1,76,2,2,2,2,3,2
25714,19,2,8,4,6094,4,2,3,0,2,23,4,3,2,1,3,87,2,2,2,3,3,1
33552,44,1,13,1,3814,2,1,3,0,1,53,1,1,0,3,1,90,2,2,2,2,1,1
7169,33,1,2,5,8137,3,2,1,0,1,66,4,3,2,2,1,46,2,2,2,1,4,1
837,23,1,1,3,5872,2,2,3,2,1,75,1,3,4,3,3,35,2,2,2,2,3,1
22929,56,2,25,3,10068,2,2,1,1,2,3,5,1,2,1,1,51,2,2,2,2,4,2
49605,30,2,13,3,9398,3,4,4,3,1,14,2,1,1,3,1,32,2,2,2,2,1,2
964,57,2,17,1,4551,4,1,4,1,1,86,5,2,1,2,1,58,1,2,2,4,4,1
35770,18,2,9,5,7800,2,3,3,2,1,91,1,1,0,2,1,82,2,2,2,3,3,2
71917,56,2,4,1,5815,3,1,4,2,2,78,1,1,4,2,1,26,2,2,1,2,4,1
37116,38,2,8,2,7676,3,1,1,2,1,62,4,3,1,1,2,47,2,2,2,2,1,2
26622,39,2,29,3,7176,2,4,3,1,1,65,3,3,3,3,1,46,2,2,2,2,3,1
56288,53,2,38,2,8926,3,3,1,0,2,97,4,1,2,3,2,95,2,2,2,2,3,1
3243,43,1,27,1,5742,2,2,2,0,1,88,4,3,0,3,1,33,2,2,1,3,1,1
35989,20,2,5,5,7985,2,2,3,2,1,43,4,3,2,3,1,57,2,2,2,2,1,1
36462,49,1,22,1,3901,2,2,4,1,2,52,1,1,4,2,1,56,1,2,1,2,4,2
54978,31,1,4,3,7011,2,2,3,0,2,7,5,1,2,3,1,68,2,2,2,2,4,2
40440,50,2,19,1,3833,1,3,3,0,2,15,5,3,2,2,3,74,2,2,2,2,3,1
16423,58,1,38,3,4426,2,2,3,0,1,28,1,1,1,2,2,43,2,2,2,2,3,1
16963,40,2,4,5,8459,1,1,1,2,1,89,4,1,2,2,1,36,1,2,2,2,4,2
70079,54,1,17,3,8024,1,1,3,1,1,34,2,3,1,2,1,29,1,2,1,3,3,1
31728,48,1,9,5,8009,3,1,2,0,2,66,4,1,4,2,1,11,2,2,2,3,3,1
66860,29,1,16,4,6502,2,1,3,4,2,12,4,1,2,1,3,20,2,2,2,4,3,2
19748,58,2,31,5,9217,3,1,3,0,2,14,4,1,4,1,2,37,2,2,2,4,4,2
28406,31,1,5,2,6789,2,1,3,2,2,34,2,1,3,3,3,68,2,2,2,2,1,2
15344,51,1,35,4,5713,4,1,3,0,2,33,2,1,2,2,2,109,1,1,2,2,1,2
4412,49,2,40,2,9379,4,2,2,0,2,61,2,1,3,1,2,84,1,2,1,2,3,2
63057,46,2,15,1,4459,1,2,3,3,2,2,1,3,0,3,2,71,2,2,2,2,3,2
8773,26,1,14,1,4242,2,3,3,0,2,55,5,3,2,2,1,82,2,2,2,3,3,1
37145,24,2,2,5,7917,3,1,3,0,2,68,2,1,3,3,1,22,2,2,2,2,4,1
29649,37,1,27,1,4206,3,4,3,3,1,13,5,3,0,2,1,49,2,2,2,2,4,2
26751,33,1,23,5,8141,2,1,1,1,2,24,4,1,1,2,1,27,1,2,2,3,3,2
42533,31,2,19,1,4128,3,1,4,2,2,68,4,2,1,3,1,30,2,2,2,3,4,1
13091,57,1,17,4,6189,3,3,1,1,2,10,4,3,0,3,2,73,1,2,2,2,4,1
14045,51,1,21,4,5909,4,1,1,2,1,31,5,1,0,3,1,62,1,2,1,1,1,2
24759,39,2,13,1,4471,2,3,1,3,2,59,2,1,3,3,2,90,2,2,1,2,4,2
68078,22,2,13,2,8434,2,1,3,0,2,8,1,1,0,2,1,84,2,2,2,2,1,2
15852,45,2,29,1,4786,1,3,4,0,1,85,2,1,1,2,3,65,2,2,2,2,2,2
