id_conta,id_cliente,tipo_conta,status,data_abertura
101479,1479,Digital,Ativa,2025-08-04 06:19:02
101480,1480,Corrente,Ativa,2025-07-24 17:13:34
101481,1481,Corrente,Ativa,2024-10-10 04:14:23
101482,1482,Digital,Ativa,2024-04-16 08:13:10
101483,1483,Digital,Ativa,2024-07-30 03:06:18
101484,1484,Digital,Ativa,2025-02-18 18:34:07
101485,1485,Corrente,Ativa,2019-12-07 02:58:45
101486,1486,Corrente,Ativa,2024-06-12 15:11:23
101487,1487,Corrente,Bloqueada,2025-04-28 15:24:16
101488,1488,Corrente,Ativa,2022-02-21 22:40:39
101489,1489,Corrente,Ativa,2018-01-28 01:30:01
101490,1490,Digital,Ativa,2019-09-04 08:33:33
101491,1491,Corrente,Ativa,2018-08-27 16:08:19
101492,1492,Corrente,Ativa,2021-06-27 14:46:40
101493,1493,Corrente,Ativa,2022-03-10 00:22:01
101494,1494,Corrente,Ativa,2020-11-15 17:19:24
101495,1495,Corrente,Bloqueada,2019-03-03 04:26:41
101496,1496,Corrente,Bloqueada,2021-05-25 15:17:06
101497,1497,Corrente,Ativa,2020-09-10 23:14:45
101498,1498,Corrente,Ativa,2021-06-12 23:17:53
101499,1499,Corrente,Ativa,2023-09-22 00:48:49
101500,1500,Corrente,Ativa,2018-07-16 04:22:05
101501,1501,Corrente,Ativa,2022-09-15 16:15:33
101502,1502,Digital,Ativa,2020-11-25 20:48:11
101503,1503,Corrente,Ativa,2021-01-14 20:12:35
101504,1504,Corrente,Ativa,2019-09-16 08:53:40
101505,1505,Digital,Ativa,2018-05-18 11:51:54
101506,1506,Corrente,Ativa,2024-01-01 04:27:19
101507,1507,Corrente,Ativa,2018-01-11 08:52:18
101508,1508,Digital,Ativa,2019-11-04 01:14:12
101509,1509,Digital,Ativa,2023-08-22 07:37:20
101510,1510,Corrente,Ativa,2018-04-16 08:40:57
101511,1511,Digital,Ativa,2025-04-09 03:19:15
101512,1512,Corrente,Ativa,2022-05-19 19:09:49
101513,1513,Digital,Ativa,2018-08-30 02:49:33
101514,1514,Corrente,Ativa,2019-11-28 15:01:24
101515,1515,Corrente,Ativa,2023-05-15 13:19:41
101516,1516,Corrente,Ativa,2022-07-05 11:23:40
101517,1517,Digital,Ativa,2025-04-15 20:45:07
101518,1518,Digital,Ativa,2020-06-20 12:15:55
101519,1519,Digital,Ativa,2020-01-02 06:52:29
101520,1520,Corrente,Ativa,2025-08-10 17:29:12
101521,1521,Corrente,Ativa,2024-02-26 06:14:31
101522,1522,Corrente,Ativa,2025-05-04 09:33:30
101523,1523,Corrente,Ativa,2021-08-05 08:14:19
101524,1524,Corrente,Ativa,2021-01-07 10:17:00
101525,1525,Digital,Ativa,2019-08-19 01:41:05
101526,1526,Digital,Ativa,2019-09-12 01:12:08
101527,1527,Corrente,Ativa,2019-08-13 12:24:33
101528,1528,Digital,Ativa,2019-12-07 20:04:15
101529,1529,Digital,Ativa,2023-01-24 02:52:37
101530,1530,Corrente,Ativa,2021-02-14 01:00:49
101531,1531,Corrente,Ativa,2022-06-18 12:41:09
101532,1532,Corrente,Ativa,2023-07-12 05:43:01
101533,1533,Digital,Ativa,2019-06-11 00:41:14
101534,1534,Corrente,Ativa,2020-09-18 08:41:58
101535,1535,Corrente,Ativa,2021-11-04 17:04:09
101536,1536,Corrente,Ativa,2019-06-28 07:10:36
101537,1537,Digital,Ativa,2023-05-23 05:01:40
101538,1538,Corrente,Ativa,2023-08-27 15:35:55
101539,1539,Corrente,Ativa,2024-04-01 17:03:14
101540,1540,Digital,Ativa,2025-12-07 06:49:35
101541,1541,Corrente,Ativa,2022-10-17 23:57:18
101542,1542,Corrente,Ativa,2020-02-11 09:55:13
101543,1543,Corrente,Ativa,2019-11-27 02:34:04
101544,1544,Corrente,Ativa,2020-10-02 20:27:31
101545,1545,Digital,Ativa,2022-01-17 02:44:12
101546,1546,Corrente,Ativa,2022-01-05 07:02:37
101547,1547,Digital,Ativa,2023-03-12 08:49:31
101548,1548,Corrente,Ativa,2023-03-17 15:10:56
101549,1549,Corrente,Ativa,2019-01-12 06:14:18
101550,1550,Corrente,Ativa,2025-03-24 23:56:27
101551,1551,Corrente,Bloqueada,2025-07-31 05:58:09
101552,1552,Digital,Ativa,2023-03-23 15:33:35
101553,1553,Corrente,Ativa,2021-05-09 02:50:12
101554,1554,Corrente,Ativa,2023-12-22 17:24:36
101555,1555,Digital,Ativa,2020-09-22 10:15:41
101556,1556,Corrente,Bloqueada,2019-08-04 18:53:30
101557,1557,Digital,Ativa,2019-10-10 19:57:04
101558,1558,Corrente,Ativa,2025-10-17 02:36:37
101559,1559,Digital,Ativa,2024-03-06 14:34:54
101560,1560,Digital,Ativa,2019-05-02 04:21:03
101561,1561,Corrente,Ativa,2023-09-20 18:37:18
101562,1562,Corrente,Ativa,2018-12-14 07:13:49
101563,1563,Digital,Ativa,2022-01-20 04:32:59
101564,1564,Corrente,Ativa,2019-04-02 16:32:48
101565,1565,Corrente,Ativa,2021-08-01 14:11:47
101566,1566,Digital,Ativa,2021-03-13 19:05:49
101567,1567,Corrente,Bloqueada,2022-08-14 00:59:15
101568,1568,Corrente,Ativa,2019-10-23 21:53:30
101569,1569,Corrente,Ativa,2021-08-09 19:52:34
101570,1570,Corrente,Ativa,2023-04-28 01:12:03
101571,1571,Digital,Ativa,2025-10-26 08:08:29
101572,1572,Corrente,Ativa,2020-01-15 11:09:41
101573,1573,Digital,Ativa,2021-10-31 20:41:33
101574,1574,Corrente,Ativa,2025-08-21 13:32:10
101575,1575,Digital,Ativa,2022-02-11 16:34:29
101576,1576,Corrente,Ativa,2020-05-11 11:50:45
101577,1577,Corrente,Ativa,2020-11-08 22:30:59
101578,1578,Corrente,Ativa,2020-07-31 16:54:55
101579,1579,Corrente,Ativa,2025-03-10 20:28:10
101580,1580,Corrente,Ativa,2018-01-21 18:41:10
101581,1581,Digital,Ativa,2018-08-07 11:47:50
101582,1582,Corrente,Ativa,2022-12-25 03:45:15
101583,1583,Corrente,Ativa,2025-12-16 13:31:59
101584,1584,Corrente,Ativa,2020-06-20 20:34:45
101585,1585,Corrente,Ativa,2024-06-10 07:35:32
101586,1586,Digital,Ativa,2021-03-15 22:25:45
101587,1587,Corrente,Ativa,2020-12-31 01:20:48
101588,1588,Digital,Ativa,2019-10-02 11:46:05
101589,1589,Corrente,Ativa,2022-08-06 13:31:14
101590,1590,Digital,Ativa,2024-10-08 22:24:08
101591,1591,Corrente,Bloqueada,2025-09-13 22:39:24
101592,1592,Digital,Ativa,2022-11-27 09:04:26
101593,1593,Corrente,Ativa,2025-10-20 15:48:08
101594,1594,Corrente,Ativa,2018-11-08 17:22:39
101595,1595,Corrente,Ativa,2021-01-09 13:42:33
101596,1596,Digital,Ativa,2019-04-18 03:43:20
101597,1597,Corrente,Ativa,2019-04-14 07:20:26
101598,1598,Corrente,Ativa,2021-05-15 23:35:05
101599,1599,Corrente,Ativa,2018-08-23 14:41:56
101600,1600,Corrente,Encerrada,2023-01-09 18:38:29
101601,1601,Corrente,Ativa,2020-01-16 03:24:08
101602,1602,Corrente,Ativa,2024-03-18 01:31:47
101603,1603,Corrente,Ativa,2023-03-15 20:15:38
101604,1604,Digital,Ativa,2024-02-22 14:14:11
101605,1605,Corrente,Ativa,2018-01-24 23:17:15
101606,1606,Corrente,Ativa,2022-10-10 05:55:52
101607,1607,Corrente,Ativa,2020-02-29 20:35:55
101608,1608,Digital,Ativa,2025-10-30 03:14:30
101609,1609,Corrente,Ativa,2023-11-20 04:52:05
101610,1610,Digital,Bloqueada,2019-12-14 02:28:25
101611,1611,Corrente,Encerrada,2025-10-18 20:23:33
101612,1612,Corrente,Ativa,2025-03-22 16:50:20
101613,1613,Corrente,Ativa,2022-08-20 03:37:02
101614,1614,Corrente,Ativa,2019-11-30 17:39:16
101615,1615,Corrente,Ativa,2025-02-18 06:37:47
101616,1616,Corrente,Ativa,2020-12-27 23:47:06
101617,1617,Digital,Bloqueada,2025-10-21 08:00:03
101618,1618,Digital,Ativa,2023-08-12 08:33:33
101619,1619,Corrente,Ativa,2023-08-21 10:01:58
101620,1620,Corrente,Ativa,2022-11-23 12:12:20
101621,1621,Corrente,Ativa,2025-08-30 08:45:05
101622,1622,Corrente,Ativa,2023-11-07 23:32:20
101623,1623,Corrente,Bloqueada,2023-02-24 05:50:32
101624,1624,Corrente,Ativa,2018-12-29 23:38:03
101625,1625,Corrente,Ativa,2020-10-30 06:07:33
101626,1626,Corrente,Ativa,2025-04-22 02:06:38
101627,1627,Corrente,Ativa,2023-05-18 23:49:14
101628,1628,Digital,Ativa,2019-05-25 12:04:33
101629,1629,Corrente,Ativa,2023-12-03 16:52:23
101630,1630,Digital,Ativa,2021-02-15 06:11:23
101631,1631,Corrente,Ativa,2018-05-29 09:47:09
101632,1632,Corrente,Ativa,2019-08-06 04:23:49
101633,1633,Digital,Bloqueada,2023-07-24 04:37:25
101634,1634,Corrente,Ativa,2024-04-15 14:54:52
101635,1635,Corrente,Ativa,2022-12-02 07:57:17
101636,1636,Corrente,Ativa,2024-08-04 20:25:43
101637,1637,Corrente,Ativa,2019-11-27 07:49:10
101638,1638,Digital,Ativa,2024-05-18 17:05:03
101639,1639,Corrente,Ativa,2024-08-16 20:32:46
101640,1640,Corrente,Ativa,2018-06-23 00:42:23
101641,1641,Digital,Ativa,2023-07-07 12:58:04
101642,1642,Corrente,Ativa,2019-12-21 02:56:30
101643,1643,Digital,Ativa,2025-07-04 09:17:56
101644,1644,Corrente,Ativa,2020-05-03 23:02:34
101645,1645,Corrente,Ativa,2019-04-25 20:17:01
101646,1646,Corrente,Ativa,2018-10-31 17:42:16
101647,1647,Digital,Ativa,2021-07-05 17:46:56
101648,1648,Corrente,Ativa,2025-10-11 01:43:40
101649,1649,Digital,Ativa,2021-06-28 19:29:23
101650,1650,Corrente,Ativa,2021-11-04 05:36:30
101651,1651,Corrente,Ativa,2020-02-24 16:28:09
101652,1652,Digital,Ativa,2025-09-15 19:34:51
101653,1653,Corrente,Ativa,2018-11-11 06:18:34
101654,1654,Corrente,Ativa,2025-05-08 23:39:04
101655,1655,Digital,Ativa,2025-05-21 16:46:39
101656,1656,Corrente,Ativa,2024-10-25 04:52:33
101657,1657,Corrente,Ativa,2022-10-09 19:41:32
101658,1658,Corrente,Ativa,2018-12-29 19:15:43
101659,1659,Corrente,Ativa,2021-10-13 22:28:44
101660,1660,Corrente,Ativa,2023-12-06 21:27:30
101661,1661,Digital,Ativa,2021-08-06 02:36:18
101662,1662,Corrente,Ativa,2019-10-22 13:55:49
101663,1663,Corrente,Ativa,2023-09-12 16:00:14
101664,1664,Corrente,Ativa,2018-03-12 13:40:02
101665,1665,Corrente,Ativa,2025-06-02 07:32:18
101666,1666,Corrente,Ativa,2021-02-22 07:53:56
101667,1667,Digital,Ativa,2019-01-03 03:13:00
101668,1668,Corrente,Ativa,2020-08-14 05:02:58
101669,1669,Corrente,Ativa,2021-05-24 06:37:40
101670,1670,Digital,Bloqueada,2019-03-29 21:03:30
101671,1671,Corrente,Ativa,2019-08-25 15:48:01
101672,1672,Corrente,Ativa,2021-06-20 05:03:03
101673,1673,Corrente,Ativa,2019-02-10 15:13:51
101674,1674,Corrente,Bloqueada,2019-07-24 05:30:42
101675,1675,Corrente,Ativa,2018-09-16 05:16:37
101676,1676,Corrente,Ativa,2020-04-23 17:09:30
101677,1677,Corrente,Ativa,2018-10-13 16:29:35
101678,1678,Corrente,Ativa,2022-02-14 13:22:09
101679,1679,Corrente,Ativa,2022-04-27 07:49:52
101680,1680,Corrente,Ativa,2019-05-22 01:32:55
101681,1681,Digital,Ativa,2024-06-07 07:02:35
101682,1682,Digital,Ativa,2020-08-02 07:32:34
101683,1683,Corrente,Ativa,2021-02-23 04:33:53
101684,1684,Corrente,Ativa,2025-12-09 00:33:24
101685,1685,Digital,Ativa,2021-09-01 09:21:25
101686,1686,Corrente,Ativa,2019-07-17 03:50:02
101687,1687,Digital,Ativa,2020-02-15 09:59:57
101688,1688,Corrente,Ativa,2025-05-21 23:44:17
101689,1689,Corrente,Ativa,2021-10-04 09:38:13
101690,1690,Digital,Ativa,2019-02-04 03:16:16
101691,1691,Digital,Ativa,2021-09-12 00:53:28
101692,1692,Corrente,Ativa,2023-06-30 15:43:47
101693,1693,Digital,Ativa,2023-04-20 00:14:07
101694,1694,Corrente,Ativa,2021-02-12 18:08:28
101695,1695,Digital,Bloqueada,2024-02-20 11:47:09
101696,1696,Corrente,Ativa,2025-12-31 15:32:44
101697,1697,Corrente,Ativa,2019-10-25 11:54:44
101698,1698,Corrente,Ativa,2019-01-08 13:08:34
101699,1699,Corrente,Ativa,2023-08-14 19:10:13
101700,1700,Corrente,Ativa,2023-10-24 18:10:56
101701,1701,Corrente,Ativa,2021-05-09 01:18:46
101702,1702,Corrente,Ativa,2021-02-03 02:03:51
101703,1703,Corrente,Ativa,2021-01-12 00:46:42
101704,1704,Corrente,Ativa,2018-04-12 03:28:17
101705,1705,Corrente,Ativa,2022-06-16 03:37:15
101706,1706,Corrente,Ativa,2023-09-21 19:13:51
101707,1707,Corrente,Ativa,2020-02-15 13:44:45
101708,1708,Corrente,Ativa,2022-03-02 21:23:15
101709,1709,Digital,Ativa,2022-07-08 07:43:35
101710,1710,Corrente,Ativa,2023-05-02 23:35:54
101711,1711,Corrente,Ativa,2021-12-01 21:09:43
101712,1712,Corrente,Ativa,2022-09-20 15:14:37
101713,1713,Corrente,Ativa,2025-09-09 06:50:51
101714,1714,Corrente,Ativa,2025-12-24 13:47:22
101715,1715,Digital,Ativa,2019-02-09 21:05:16
101716,1716,Digital,Ativa,2019-09-17 16:03:51
101717,1717,Corrente,Ativa,2018-06-11 13:05:53
101718,1718,Digital,Ativa,2022-10-29 07:18:04
101719,1719,Corrente,Ativa,2022-11-08 00:23:31
101720,1720,Corrente,Ativa,2023-11-14 18:03:05
101721,1721,Corrente,Ativa,2021-07-18 23:56:46
101722,1722,Corrente,Ativa,2025-01-29 06:35:44
101723,1723,Digital,Ativa,2025-11-30 20:52:42
101724,1724,Corrente,Ativa,2024-07-30 14:07:58
101725,1725,Corrente,Ativa,2023-01-11 09:29:13
101726,1726,Corrente,Ativa,2018-12-02 15:25:25
101727,1727,Digital,Ativa,2018-05-28 07:06:50
101728,1728,Corrente,Ativa,2021-11-12 20:30:30
101729,1729,Corrente,Ativa,2021-01-04 23:18:01
101730,1730,Corrente,Ativa,2023-12-14 02:05:31
101731,1731,Digital,Ativa,2023-01-07 05:15:00
101732,1732,Corrente,Ativa,2024-09-21 16:12:05
101733,1733,Corrente,Ativa,2022-11-05 21:19:23
101734,1734,Corrente,Ativa,2021-11-05 18:32:05
101735,1735,Digital,Ativa,2020-01-03 11:17:25
101736,1736,Corrente,Ativa,2022-04-07 03:15:36
101737,1737,Corrente,Ativa,2024-02-10 12:55:25
101738,1738,Corrente,Ativa,2024-10-11 08:19:15
101739,1739,Digital,Ativa,2020-02-29 11:08:17
101740,1740,Corrente,Bloqueada,2024-04-24 09:50:48
101741,1741,Corrente,Ativa,2019-01-22 09:15:05
101742,1742,Corrente,Bloqueada,2020-12-26 22:19:18
101743,1743,Corrente,Ativa,2021-01-27 06:43:00
101744,1744,Digital,Ativa,2018-09-25 16:07:17
101745,1745,Corrente,Ativa,2019-05-29 23:19:54
101746,1746,Corrente,Ativa,2024-02-11 08:01:24
101747,1747,Corrente,Ativa,2021-10-26 13:48:04
101748,1748,Digital,Ativa,2022-08-26 09:53:57
101749,1749,Corrente,Ativa,2018-06-26 20:57:27
101750,1750,Corrente,Ativa,2021-04-15 09:43:56
101751,1751,Digital,Ativa,2024-04-13 01:31:13
101752,1752,Corrente,Ativa,2022-03-27 13:59:54
101753,1753,Corrente,Ativa,2019-07-12 13:33:29
101754,1754,Corrente,Ativa,2025-06-08 17:14:32
101755,1755,Digital,Ativa,2022-08-16 15:40:29
101756,1756,Corrente,Ativa,2024-05-05 16:49:29
101757,1757,Corrente,Ativa,2025-04-03 19:34:28
101758,1758,Corrente,Ativa,2024-10-14 01:49:07
101759,1759,Corrente,Ativa,2022-04-04 07:09:59
101760,1760,Digital,Bloqueada,2019-01-11 00:38:11
101761,1761,Digital,Ativa,2022-06-04 17:05:21
101762,1762,Digital,Ativa,2019-04-19 03:17:08
101763,1763,Digital,Ativa,2024-08-01 02:31:27
101764,1764,Digital,Ativa,2025-10-13 04:10:44
101765,1765,Corrente,Ativa,2022-11-29 20:12:51
101766,1766,Corrente,Ativa,2024-08-06 17:10:10
101767,1767,Digital,Ativa,2021-05-21 16:06:02
101768,1768,Corrente,Ativa,2020-12-17 06:26:12
101769,1769,Corrente,Ativa,2024-04-17 22:34:55
101770,1770,Corrente,Bloqueada,2020-05-13 13:47:52
101771,1771,Corrente,Ativa,2019-01-15 17:49:12
101772,1772,Digital,Ativa,2025-11-16 12:46:48
101773,1773,Digital,Ativa,2018-08-27 08:13:25
101774,1774,Corrente,Bloqueada,2022-11-20 13:49:59
101775,1775,Corrente,Ativa,2024-07-15 22:19:43
101776,1776,Corrente,Ativa,2022-07-30 02:24:00
101777,1777,Corrente,Ativa,2021-08-30 04:16:30
101778,1778,Digital,Ativa,2018-09-22 15:00:48
101779,1779,Corrente,Ativa,2023-01-31 23:43:50
101780,1780,Corrente,Ativa,2024-12-28 10:31:23
101781,1781,Digital,Ativa,2022-12-23 05:02:55
101782,1782,Digital,Ativa,2019-11-25 13:44:36
101783,1783,Corrente,Ativa,2025-07-07 01:52:17
101784,1784,Digital,Ativa,2023-11-17 21:20:35
101785,1785,Digital,Ativa,2018-07-01 14:06:39
101786,1786,Digital,Ativa,2018-11-22 21:14:59
101787,1787,Corrente,Ativa,2024-10-16 02:07:49
101788,1788,Corrente,Ativa,2020-04-07 03:25:11
101789,1789,Digital,Ativa,2018-02-11 00:22:20
101790,1790,Corrente,Ativa,2024-02-26 11:58:10
101791,1791,Digital,Ativa,2020-11-10 09:49:15
101792,1792,Digital,Bloqueada,2021-05-26 14:07:55
101793,1793,Corrente,Ativa,2024-08-02 13:08:45
101794,1794,Corrente,Ativa,2024-08-20 14:19:18
101795,1795,Corrente,Ativa,2020-08-15 20:27:58
101796,1796,Corrente,Ativa,2020-06-29 22:25:53
101797,1797,Corrente,Ativa,2021-03-18 01:30:48
101798,1798,Corrente,Ativa,2023-12-19 00:13:26
101799,1799,Digital,Ativa,2024-04-11 05:14:06
101800,1800,Digital,Ativa,2018-06-18 16:51:12
101801,1801,Corrente,Ativa,2020-12-08 23:19:40
101802,1802,Digital,Ativa,2018-05-12 02:09:39
101803,1803,Corrente,Ativa,2020-05-16 13:12:33
101804,1804,Corrente,Ativa,2018-09-11 13:33:29
101805,1805,Digital,Ativa,2022-07-13 23:47:48
101806,1806,Corrente,Encerrada,2021-05-17 05:27:20
101807,1807,Digital,Bloqueada,2025-07-02 14:28:50
101808,1808,Corrente,Ativa,2025-09-04 08:56:04
101809,1809,Corrente,Ativa,2021-05-08 07:17:13
101810,1810,Digital,Ativa,2018-02-02 14:46:41
101811,1811,Corrente,Ativa,2019-12-30 17:14:38
101812,1812,Digital,Ativa,2024-05-06 06:17:55
101813,1813,Corrente,Ativa,2020-02-26 20:49:05
101814,1814,Digital,Ativa,2024-04-02 21:29:59
101815,1815,Corrente,Ativa,2024-04-20 22:00:22
101816,1816,Corrente,Ativa,2021-12-15 18:49:51
101817,1817,Digital,Ativa,2022-07-01 01:40:38
101818,1818,Corrente,Ativa,2019-12-24 00:11:34
101819,1819,Digital,Ativa,2022-07-04 00:32:56
101820,1820,Digital,Ativa,2018-03-20 08:34:57
101821,1821,Corrente,Ativa,2021-08-03 15:54:13
101822,1822,Digital,Ativa,2024-10-13 16:02:54
101823,1823,Corrente,Ativa,2020-09-30 20:15:24
101824,1824,Corrente,Ativa,2020-02-05 20:50:07
101825,1825,Corrente,Ativa,2025-09-13 15:07:09
101826,1826,Digital,Ativa,2023-09-16 12:38:27
101827,1827,Corrente,Ativa,2018-01-01 11:45:32
101828,1828,Digital,Bloqueada,2020-05-01 02:18:19
101829,1829,Corrente,Ativa,2023-10-25 22:19:37
101830,1830,Corrente,Ativa,2020-11-16 09:40:58
101831,1831,Corrente,Encerrada,2025-06-15 02:44:05
101832,1832,Corrente,Ativa,2023-03-27 04:43:20
101833,1833,Corrente,Ativa,2018-05-02 10:06:18
101834,1834,Digital,Ativa,2020-11-11 17:56:48
101835,1835,Corrente,Ativa,2018-12-30 16:37:37
101836,1836,Corrente,Ativa,2021-08-16 11:21:35
101837,1837,Corrente,Ativa,2022-04-01 05:30:45
101838,1838,Digital,Ativa,2021-11-24 19:58:23
101839,1839,Digital,Ativa,2022-06-24 05:01:18
101840,1840,Corrente,Ativa,2019-05-26 07:22:51
101841,1841,Digital,Ativa,2025-03-21 15:04:27
101842,1842,Corrente,Ativa,2021-07-12 01:01:10
101843,1843,Corrente,Ativa,2020-04-11 00:09:00
101844,1844,Corrente,Ativa,2024-03-02 14:45:22
101845,1845,Digital,Ativa,2021-07-31 17:29:04
101846,1846,Corrente,Ativa,2021-05-08 19:58:30
101847,1847,Digital,Ativa,2021-09-30 12:34:35
101848,1848,Corrente,Ativa,2019-12-02 17:50:09
101849,1849,Corrente,Ativa,2023-12-14 05:45:15
101850,1850,Corrente,Ativa,2025-06-18 17:31:40
101851,1851,Corrente,Ativa,2025-07-09 01:41:41
101852,1852,Digital,Ativa,2020-03-05 09:22:23
101853,1853,Corrente,Ativa,2021-01-12 02:49:29
101854,1854,Corrente,Ativa,2019-06-13 02:37:39
101855,1855,Corrente,Ativa,2019-11-19 19:27:52
101856,1856,Corrente,Ativa,2021-05-17 21:04:06
101857,1857,Corrente,Ativa,2024-11-16 22:25:52
101858,1858,Corrente,Ativa,2019-01-28 02:37:55
101859,1859,Digital,Ativa,2019-12-23 21:56:57
101860,1860,Corrente,Ativa,2019-08-31 08:27:17
101861,1861,Digital,Ativa,2021-04-09 22:33:05
101862,1862,Digital,Ativa,2024-09-01 09:51:13
101863,1863,Corrente,Ativa,2023-01-05 22:29:52
101864,1864,Corrente,Ativa,2023-01-20 21:16:48
101865,1865,Digital,Ativa,2018-10-08 20:43:27
101866,1866,Corrente,Ativa,2022-03-08 03:12:24
101867,1867,Corrente,Ativa,2021-06-05 00:51:25
101868,1868,Corrente,Ativa,2018-07-23 15:49:30
101869,1869,Corrente,Ativa,2018-09-04 06:04:40
101870,1870,Corrente,Ativa,2020-05-31 17:56:03
101871,1871,Corrente,Ativa,2021-04-25 14:55:57
101872,1872,Digital,Ativa,2021-03-10 19:41:48
101873,1873,Digital,Ativa,2023-02-04 09:54:03
101874,1874,Corrente,Ativa,2019-02-15 11:14:49
101875,1875,Corrente,Ativa,2018-11-01 19:14:23
101876,1876,Digital,Ativa,2018-04-10 09:50:50
101877,1877,Corrente,Ativa,2020-12-30 06:31:02
101878,1878,Digital,Ativa,2025-07-04 07:53:08
101879,1879,Digital,Ativa,2018-11-28 08:01:34
101880,1880,Corrente,Ativa,2019-08-26 13:44:09
101881,1881,Corrente,Ativa,2022-08-01 10:31:45
101882,1882,Corrente,Ativa,2025-04-19 10:22:48
101883,1883,Corrente,Ativa,2024-04-25 12:24:38
101884,1884,Digital,Ativa,2021-08-15 12:07:31
101885,1885,Corrente,Ativa,2023-01-22 03:32:47
101886,1886,Corrente,Bloqueada,2018-02-03 00:18:17
101887,1887,Digital,Ativa,2019-03-11 10:31:57
101888,1888,Corrente,Ativa,2024-08-26 07:45:53
101889,1889,Corrente,Ativa,2023-06-20 01:46:25
101890,1890,Corrente,Ativa,2025-05-13 10:03:14
101891,1891,Digital,Ativa,2025-01-17 16:28:28
101892,1892,Corrente,Ativa,2020-05-04 13:22:38
101893,1893,Corrente,Ativa,2020-07-02 04:34:38
101894,1894,Corrente,Ativa,2025-01-25 13:50:37
101895,1895,Corrente,Ativa,2025-01-22 10:08:53
101896,1896,Corrente,Ativa,2024-11-09 07:33:01
101897,1897,Corrente,Ativa,2019-02-03 07:57:20
101898,1898,Corrente,Ativa,2023-09-24 20:03:16
101899,1899,Corrente,Ativa,2023-08-03 09:36:09
101900,1900,Corrente,Ativa,2018-11-30 08:18:53
101901,1901,Corrente,Ativa,2021-10-10 21:45:22
101902,1902,Digital,Ativa,2024-06-16 11:03:50
101903,1903,Digital,Ativa,2020-11-04 03:46:14
101904,1904,Digital,Ativa,2025-09-12 02:53:45
101905,1905,Corrente,Encerrada,2018-12-06 04:27:26
101906,1906,Digital,Ativa,2018-03-09 03:19:55
101907,1907,Corrente,Ativa,2024-06-11 22:07:26
101908,1908,Digital,Ativa,2020-01-03 13:13:12
101909,1909,Digital,Ativa,2022-04-23 13:43:54
101910,1910,Corrente,Ativa,2019-08-17 08:06:52
101911,1911,Corrente,Ativa,2019-10-14 16:00:09
101912,1912,Corrente,Encerrada,2018-01-20 18:11:19
101913,1913,Corrente,Ativa,2021-07-16 21:39:20
101914,1914,Corrente,Ativa,2021-05-23 13:28:42
101915,1915,Corrente,Bloqueada,2025-05-27 17:38:29
101916,1916,Corrente,Ativa,2018-08-30 14:21:13
101917,1917,Corrente,Ativa,2022-06-19 10:53:37
101918,1918,Digital,Ativa,2019-07-24 08:10:12
101919,1919,Corrente,Ativa,2018-12-30 16:47:35
101920,1920,Corrente,Ativa,2024-01-24 22:50:41
101921,1921,Corrente,Ativa,2024-06-06 16:03:10
101922,1922,Digital,Ativa,2018-11-05 13:07:30
101923,1923,Corrente,Bloqueada,2019-01-28 08:36:01
101924,1924,Corrente,Ativa,2018-02-18 16:48:51
101925,1925,Digital,Ativa,2025-08-08 03:12:15
101926,1926,Corrente,Ativa,2021-01-30 21:32:51
101927,1927,Digital,Ativa,2025-04-11 03:40:32
101928,1928,Corrente,Ativa,2019-08-06 07:03:01
101929,1929,Corrente,Ativa,2021-03-27 07:42:35
101930,1930,Corrente,Ativa,2021-09-05 01:06:21
101931,1931,Corrente,Ativa,2025-02-22 12:19:23
101932,1932,Corrente,Ativa,2022-09-19 08:57:23
101933,1933,Digital,Ativa,2025-08-23 11:42:25
101934,1934,Digital,Ativa,2024-04-03 11:16:36
101935,1935,Digital,Ativa,2021-05-12 07:32:14
101936,1936,Corrente,Ativa,2023-01-23 07:56:19
101937,1937,Corrente,Ativa,2022-08-25 05:00:23
101938,1938,Digital,Ativa,2024-03-14 22:50:38
101939,1939,Digital,Ativa,2022-10-11 05:12:09
101940,1940,Digital,Bloqueada,2020-02-03 21:33:36
101941,1941,Digital,Ativa,2020-09-26 19:11:02
101942,1942,Digital,Ativa,2025-02-28 05:40:36
101943,1943,Corrente,Ativa,2021-10-16 18:06:01
101944,1944,Corrente,Ativa,2018-03-02 09:36:20
101945,1945,Corrente,Bloqueada,2018-09-26 21:13:20
101946,1946,Digital,Ativa,2020-12-19 23:33:35
101947,1947,Corrente,Ativa,2025-06-19 23:58:54
101948,1948,Digital,Ativa,2025-08-26 17:09:44
101949,1949,Digital,Ativa,2023-02-27 11:21:48
101950,1950,Digital,Ativa,2023-06-30 10:07:58
101951,1951,Corrente,Ativa,2023-08-03 17:23:02
101952,1952,Corrente,Ativa,2021-04-21 07:33:05
101953,1953,Corrente,Ativa,2019-06-24 15:24:10
101954,1954,Digital,Ativa,2021-09-19 04:21:56
101955,1955,Digital,Ativa,2023-12-19 01:14:47
101956,1956,Digital,Bloqueada,2019-02-21 22:18:05
101957,1957,Digital,Ativa,2025-01-24 22:53:18
101958,1958,Corrente,Ativa,2022-03-20 08:48:58
101959,1959,Corrente,Ativa,2024-08-15 04:15:02
101960,1960,Corrente,Ativa,2019-02-13 23:02:53
101961,1961,Digital,Ativa,2021-03-26 00:25:53
101962,1962,Corrente,Ativa,2024-06-17 11:46:30
101963,1963,Corrente,Ativa,2023-09-07 23:35:01
